Stock Code,Market Value of Equity,Total Market Value,Stock Return,Total Investment Expenditure,Amortization and Depreciation,Book Value,Operating Income after Depreciation,Annual Dividends,Leverage,Cash,Age,Size,Investment2019,Investment2018,V/P,Difference
600686,4259304.35,4259304.35,0.052474,58210.49277999999,31412.369580000002,1618535.6530000002,382783.6819,97992.62258,1.01518,25726.198269999997,0.602059991,5.8761390229999995,19562.62994,26798.12319999999,0.44484405605258437,-7235.493259999992
200625,4239334.87,4239334.87,0.323944,29463.37735,29675.34409,2331634.179,641199.3991,173123.8378,1.10205,93986.05407,1.4149733480000002,4.3,31950.45844,-211.96673999999985,0.6721393801028602,32162.42518
200992,422280.0,814178.24,-0.016077,7558.812,3272.67,194248.8,37587.1428,7066.3828459999995,0.48775,42377.97739,1.431363764,5.738254325,2288.799828,4286.142,0.5126790866561409,-1997.3421719999997
200726,1265255.98,1265255.98,0.042460000000000005,17966.63492,9173.105855,708543.3488,133560.4212,33390.10531,0.38537,65008.85225,1.278753601,5.692216064,4387.971001,8793.529065,0.6193468959466938,-4405.558064000001
601865,1819500.0,18195000.0,0.247294,30749.55,10917.0,1037115.0,257723.0775,44328.36933,0.89984,501818.1,1.5051499780000002,6.794251524,15846.20745,19832.55,0.678275370528,-3986.3425499999994
600139,2323235.68,2323235.68,0.08,14636.38478,15681.84084,1045456.056,213795.7635,42117.7654,0.8691,83148.60498999999,1.5051499780000002,4.41,32032.1405,-1045.4560600000004,0.5081467359886965,33077.596560000005
600968,5464755.3,29783755.3,0.050179,85796.65821000001,49865.89211,2131254.567,348460.1217,71782.78507,0.9995799999999999,1005201.7409999999,1.146128036,6.892964298,56590.9566,35930.76610000001,0.41857025620688704,20660.19049999999
200771,2237354.5,6152724.86,0.059739999999999994,31994.16935,16780.15875,626459.26,167891.0817,47009.50287,1.2576200000000002,330893.543,0.6989700040000001,5.936541697999999,10680.23544,15214.010600000001,0.33942508545244127,-4533.775160000001
601766,163632323.0,173700478.1,0.024390000000000002,1745411.445,899977.7763,44180727.2,7135187.443,1170170.741,0.7701,9513575.183,0.477121255,5.277160911,921522.6989,845433.6687,0.28931852239986594,76089.03019999992
695,1658475.62,1661663.59,0.059489999999999994,27364.84773,10572.782079999999,530712.1984,136127.6789,22324.93934,0.47523000000000004,62628.10071,1.5051499780000002,5.451316599,25607.90012,16792.065650000004,0.38437368935252,8815.834469999994
600362,35133938.57,35133938.57,0.201561,593763.5618,237154.0853,16161611.74,3903029.236,936727.0166,0.16560999999999998,697057.3412,1.477121255,6.396407692,220028.047,356609.4765,0.5418665458768325,-136581.4295
2785,2217222.83,2866000.0,-0.10605099999999999,26828.396240000002,12471.878420000001,798200.2188,156048.1428,41508.805980000005,1.13757,122750.78,0.903089987,4.842745546000001,32632.36501,14356.517820000001,0.40139004731129163,18275.84719
200761,808000.0,808000.0,0.063158,13897.6,4141.0,242400.0,51994.8,12010.7988,0.80947,6593.28,0.84509804,6.794215574,20030.2998,9756.6,0.34251739032,10273.6998
200581,2308168.2,2308168.2,0.062698,25005.1555,19330.90868,877103.916,137705.3148,28367.29485,1.0271,100866.9503,0.301029996,4.821485902,6241.671507999999,5674.24682,0.40448306194486167,567.4246879999992
200505,194275.25,194275.25,-0.009934,2661.570925,2088.4589379999998,33026.7925,9643.823409999999,1986.627622,0.46968999999999994,4062.295478,0.0,5.701233771,697.4772887999999,573.1119870000002,0.2121224270083523,124.36530179999966
2703,2544103.38,2635154.33,0.047836000000000004,30741.249180000003,27031.098410000002,1195728.5890000002,307302.2473,73445.2371,0.50059,9064.930895,0.602059991,5.3360624439999995,2040.5829190000002,3710.15077,0.563521473221957,-1669.567851
600429,4823250.0,8161687.97,0.056201999999999995,65113.875,37380.1875,2556322.5,653140.3988,150875.4321,1.08397,161438.188,0.602059991,6.557773141,25764.595690000002,27733.6875,0.6345457593027439,-1969.091809999998
200706,461526.0,1171566.0,0.028269,6692.1269999999995,4846.023,101535.72,20357.91186,3053.686779,0.19851,15312.367619999999,1.477121255,5.214838776000001,1288.580592,1846.1039999999994,0.24753943280000001,-557.5234079999993
600871,27216413.85,36533274.12,0.031963,353813.3801,176906.69,5443282.77,884533.4501,191943.7587,0.7583,1412741.71,1.4623979980000001,5.989452174,259522.1143,176906.6901,0.21432658799859922,82615.42419999998
525,5583156.97,5645112.33,0.189718,67556.19933999999,48154.72887,1730778.6609999998,417983.0466,90702.3211,1.02195,84337.97821,0.903089987,5.658277602,26871.0366,19401.470469999993,0.36542715115201213,7469.5661300000065
600802,3375763.21,3375763.21,0.169312,41859.4638,23630.34247,1282790.02,286062.1744,47486.32095,1.12715,63363.07545,0.602059991,5.430313469,32265.54476,18229.121329999998,0.4390497662522248,14036.423430000003
601005,15457378.01,15503878.87,-1e-06,251955.2616,148777.2633,7728689.005,1623024.6909999999,421986.4197,1.17794,31627.912889999996,0.9542425090000001,5.9533675079999995,218737.3562,103177.9983,0.5673617599952476,115559.3579
2265,2666563.5,2793825.33,0.073439,32887.6165,17665.98319,1306616.115,345599.9624,68428.79256,0.46835,14946.965519999998,0.477121255,5.462257823,24963.47863,15221.633309999997,0.5932649496388112,9741.845320000004
200530,536130.0,536130.0,0.042254,6755.238,3015.73125,257342.4,50053.0968,12863.64588,0.67605,22383.4275,0.477121255,4.771497085,4880.0563090000005,3739.5067500000005,0.5346641322233339,1140.549559
552,5892052.46,5900385.31,0.023809,86613.17116,36825.327880000004,3181708.328,897241.7486,162400.7565,0.84605,115175.5213,0.0,5.831205574,73486.85669,49787.843279999994,0.6670331371560939,23699.013410000007
603993,77022768.46,77022768.46,0.224719,1209257.465,664321.378,40051839.6,10113089.5,2659742.538,0.32903000000000004,512201.4103,0.903089987,4.788601231,375460.9638,544936.087,0.6198350933108695,-169475.12320000003
600688,28362508.25,28362508.25,-0.01023,493507.6436,226900.06600000002,11061378.22,2765344.5539999995,760469.7525,0.23886,1251637.489,1.113943352,5.85161258,601733.3025,266607.57759999996,0.4633863000564204,335125.72490000003
600855,4190049.72,5402574.46,0.038007,26606.81572,26187.81075,1550318.396,348046.48,92232.3172,1.12834,234849.9118,1.380211242,5.69,60417.67525,419.00496999999814,0.42702925284138155,59998.670280000006
600176,38175144.65,38175144.65,0.207087,679517.5748,257682.2264,8780283.27,1624352.405,274515.5564,0.58038,2121011.037,1.176091259,6.038598369,575383.4152,421835.3483999999,0.25379942665641425,153548.06680000015
600567,17284361.1,17284361.1,0.16,302476.3193,159880.3402,4148246.664,1024616.926,202874.1513,1.02598,934565.4047,0.84509804,5.599278596,111510.0556,142595.97909999997,0.28486953292778405,-31085.92349999996
300591,654368.0,1784640.0,0.036232,10535.3248,4498.78,327184.0,77706.2,13054.6416,0.67015,75579.504,1.397940009,5.783576482000001,13117.41185,6036.544800000001,0.58755144,7080.86705
601968,4224999.83,4224999.83,-0.061111,65064.99737999999,39609.37341,2281499.9080000003,438047.9824,99436.89199999999,0.99824,103174.4958,0.0,5.537848001,25379.2571,25455.623969999993,0.6001367224000859,-76.36686999999438
553,4686167.02,22795042.41,0.01626,84351.00636,39832.419669999996,1593296.7869999998,415850.4614,116022.2787,0.15008,390707.0269,1.176091259,5.7774188529999995,39131.8377,44518.586690000004,0.4089660532022949,-5386.748990000007
600800,3384696.5,3386441.6,-0.052990999999999996,40616.358,35962.400310000005,1387725.565,243545.8367,43351.15893,0.2245,39993.8753,1.230448921,6.387065123999999,9917.583831999998,4653.957689999996,0.44701727510522016,5263.626142000003
23,1806606.24,1806606.24,0.067213,24931.16611,17388.585059999998,433585.4976,122054.3176,21603.61421,0.8952200000000001,8238.124454,1.146128036,6.597181886,4555.718954999999,7542.581050000001,0.29633595976373467,-2986.8620950000013
600965,5796402.76,5796402.76,0.008546999999999999,84047.84002,54341.275879999994,2666345.27,534602.2266,98366.80969,1.05992,112218.3574,1.322219295,5.933736715,25458.52547,29706.56414000001,0.5171158404534693,-4248.038670000009
506,2674572.37,2675571.15,0.028572000000000004,35839.26976,17050.39886,561660.1977,111489.5492,25754.085880000002,0.8326899999999999,107718.4945,1.491361694,6.405053064,11404.844640000001,18788.8709,0.23521129780917316,-7384.026260000001
510,2285833.29,2534198.18,0.083333,28572.91613,16858.02051,1097199.979,285271.9946,77879.25452,1.2062,82488.15076,0.6989700040000001,5.912531304,12780.95111,11714.895620000003,0.5768285644106198,1066.055489999997
600699,22147008.86,22147008.86,0.169935,304521.3718,232543.593,7308512.924,1348420.634,219792.5634,0.35994,879679.1919,0.0,6.405314875,110845.7793,71977.77880000003,0.3639763588361196,38868.000499999966
200869,3598369.63,3598369.63,0.028515,43900.109489999995,24288.995,611722.8371,178011.3456,47885.05197,1.21739,42280.84315,1.4149733480000002,6.342772543,9001.501548,19611.114489999996,0.21142779041731294,-10609.612941999996
600182,2757400.0,5514800.0,0.058055999999999996,41636.74,19991.15,1626866.0,474231.439,84413.19614,0.2324,57739.956,1.397940009,5.7444706210000005,14567.482069999998,21645.589999999997,0.7365055044961081,-7078.107929999998
600188,31256327.52,31257600.0,0.124601,525106.3023,308656.2343,15628163.76,3922669.104,808069.8354,1.23664,927725.568,1.230448921,6.566633437999999,247835.3279,216450.06799999997,0.5960474736105427,31385.259900000034
752,1200101.13,1200101.13,0.243169,16201.365259999999,12601.06187,552046.5198,92743.81533,24298.87962,0.9572799999999999,21853.84158,1.301029996,6.106484235,6588.555204,3600.303389999999,0.4958656568356101,2988.251814000001
12,9807339.25,10014137.45,0.146453,154955.9602,69877.29216,1667247.6730000002,305939.9479,59964.22979,0.21153000000000002,206291.2315,1.0791812459999999,5.368462031,111878.4484,85078.66804,0.18711782010685196,26799.78035999999
2105,2174150.0,2174150.0,0.23689699999999997,27720.4125,12501.3625,913143.0,182172.0285,45725.17915,0.68099,26589.8545,0.477121255,6.141912405,10805.5255,15219.05,0.4707420960482395,-4413.5244999999995
600808,18320996.14,18320996.14,0.11636400000000001,250997.6471,180919.8369,9710127.954,2767386.4669999997,766566.0513,0.70243,191271.1997,0.77815125,6.579229032000001,47652.91096,70077.8102,0.6546883215150854,-22424.899240000006
600371,2745732.0,2745732.0,0.116194,42009.6996,17504.0415,961006.2,175383.6315,28412.1483,0.17151,133991.7216,0.602059991,5.616226682000001,47516.47106,24505.6581,0.3850898548001626,23010.812960000003
200553,818541.77,818541.77,-0.002037,11132.16807,4808.932899,163708.354,25129.232340000002,4297.09873,0.9724,33953.11262,1.0,4.707638196,10882.28773,6323.235170999999,0.212095004641691,4559.052559000001
600480,4188131.75,4212331.95,0.269422,53049.66883,28269.889310000002,1130795.5729999999,338673.274,60622.516039999995,0.38736,56024.01494,0.602059991,5.251011216,25275.37511,24779.77952,0.3399754566656237,495.5955900000008
600873,13709321.16,13814088.89,0.074879,204268.8853,78828.59667,4249889.56,720356.2804,112375.5797,0.71433,446195.0711,1.146128036,6.142247631,208858.0805,125440.28863,0.3356267794540572,83417.79187000002
600809,77666589.46,78176085.46,0.00403,1180532.16,834915.8367,13203320.21,3287626.732,549033.6642,0.94227,2809648.5110000004,0.301029996,5.608545775,703329.2175,345616.32329999993,0.20244002045458998,357712.8942000001
601718,14316711.86,14316711.86,0.028391000000000003,237657.4169,118112.8728,8017358.642000001,1992313.622,356624.1384,1.0625200000000001,376386.3548,1.255272505,5.386212466,248891.7407,119544.54410000001,0.6662308535495022,129347.19659999998
600961,4383175.27,4383175.27,-0.013064,63117.72389,46023.340339999995,964298.5594,254574.8197,67462.32722,0.39474000000000004,12623.54478,1.361727836,6.383511932,28239.92163,17094.383550000006,0.2656352934456815,11145.538079999995
530,2349149.55,2364730.15,0.070845,39935.54235,19674.127480000003,516812.901,117316.5285,28859.866019999998,1.2269700000000001,28092.99418,1.4471580309999998,5.5158496889999995,40725.443889999995,20261.41487,0.2547926282718884,20464.029019999994
200030,156367.85,156367.85,0.012384000000000001,2176.119246,1641.862425,76620.2465,21760.15001,4352.030001,0.5536300000000001,8626.814284999999,0.301029996,4.974503675,924.2643,534.2568210000002,0.6062120064357167,390.0074789999999
601069,9603600.0,9603600.0,0.052999,160380.12,67225.2,2304864.0,406808.49600000004,98854.46453,1.061,43408.272000000004,0.77815125,6.484438502000001,54868.247879999995,93154.92,0.261585898175969,-38286.67212
856,2444790.0,2444790.0,0.041586,17235.7695,18335.925,831228.6,141308.862,37729.46615,0.63452,51511.7253,1.4471580309999998,4.37,25136.18285,-1100.1555000000008,0.36738426912024347,26236.33835
603002,2617393.84,2617393.84,0.097939,34811.33807,22575.02187,1230175.105,299547.63800000004,46130.33625,0.4805,7747.485766,0.602059991,6.032181835,7708.879206999999,12236.316199999997,0.5563826859913449,-4527.436992999998
600894,6458201.18,6458201.18,0.063739,107206.1396,50051.05915,2841608.519,646465.9381,121535.5964,0.66522,197620.9561,0.9542425090000001,5.002934457,128427.4658,57155.080449999994,0.5107466425289898,71272.38535000001
550,7154790.57,7165153.2,-0.030218000000000002,42928.74342,55449.62692,3577395.285,892560.1236,188330.1861,1.10125,187153.8016,0.84509804,5.04,135758.8294,-12520.883500000004,0.5949360491981529,148279.71289999998
603335,986366.81,2076501.31,0.040772,6855.24933,6164.792563,414274.0602,119518.0664,32030.84179,1.28201,42443.68678,1.477121255,5.46,11735.70972,690.4567669999997,0.5209528303169568,11045.252953000001
200596,8497200.0,8497200.0,0.220652,125758.56,92407.05,5098320.0,1473414.48,232799.4878,0.54097,245823.996,0.301029996,5.162487138,66202.74735,33351.509999999995,0.7474612166407004,32851.23735000001
600343,5839588.08,5839588.08,0.040956,38833.26073,40877.11656,3036585.8019999997,570878.1307,141577.7764,1.04144,215305.6125,1.380211242,4.46,78822.19395,-2043.8558300000004,0.5747855094344667,80866.04978
603299,3865730.4,5360300.2,0.069659,49481.34912,26576.8965,1159719.12,287030.4822,46498.93812,0.35717,131756.1789,0.903089987,5.679857996,24599.38211,22904.45262,0.3566885591998615,1694.9294899999986
565,2337062.07,2337062.07,0.106776,30381.806910000003,13730.23966,701118.6209999999,151441.6221,28925.349830000003,0.8892100000000001,21617.82415,1.041392685,5.150045411,26076.35431,16651.567250000004,0.34351257213847813,9424.787059999995
629,13920045.95,25082058.91,0.046595,233856.772,146160.4825,4315214.245,1046439.454,246959.7112,1.01068,280417.4186,1.397940009,6.843660926,175304.8827,87696.28949999998,0.3656351345616528,87608.5932
600929,2212984.74,6020447.53,0.028213,37178.14363,12448.03916,796674.5064,217890.4775,53818.94794,0.15302000000000002,128777.3727,1.4149733480000002,5.701282483,48446.27466,24730.10447,0.43955448854392365,23716.170190000004
923,2924460.0,9640806.75,0.037219,35385.966,29244.6,1111294.8,273378.5208,59869.89606,1.27195,87634.93336,1.0791812459999999,5.659374369,10219.23302,6141.366000000002,0.4502347725437557,4077.867019999998
603505,2329198.92,4989600.0,0.23163499999999998,37267.18272,20962.79028,582299.73,112966.1476,22480.26338,1.17141,236008.08,1.113943352,5.628863195,30163.126010000004,16304.392439999996,0.27872065678784363,13858.733570000008
837,2493555.72,2967627.49,0.014218000000000001,37153.98023,14337.94539,997422.288,225417.4371,57481.44646,0.5474600000000001,72439.78702999999,1.51851394,5.527911672,13666.804869999998,22816.03484,0.46259738240653064,-9149.229970000002
716,2766321.61,3105006.96,0.405406,47857.36385,15906.349259999999,442611.4576,114857.6732,18377.22772,1.25537,95696.31451,1.176091259,4.557038503,27989.088789999998,31951.014590000002,0.19286646781627967,-3961.9258000000045
200054,138300.0,550318.75,0.057338,836.715,968.1,49788.0,12919.986,2480.6373120000003,0.97001,1623.440313,1.204119983,6.63,804.7363068,-131.385,0.43350472396800005,936.1213068
17,1369474.16,1369492.04,0.061033000000000004,9517.845412,10613.42474,314979.0568,93863.75893,20180.708169999998,0.36745,60531.54817,1.204119983,4.98,18336.71917,-1095.5793279999998,0.28877162032356124,19432.298498
951,15095303.1,15099318.0,0.187962,103402.8262,105667.1217,4226684.868,657249.497,145909.3883,0.9088,245665.9039,0.477121255,5.647481697000001,-1177.433642,-2264.2955000000075,0.29736606905867025,1086.8618580000075
2042,11143187.0,11152216.57,0.09389,176062.3546,104467.3781,1671478.05,488071.5906,116161.0386,0.17870999999999998,286611.9658,1.51851394,6.181453684,116127.0518,71594.97649999999,0.18695828927950323,44532.07530000001
600801,35994484.57,35994484.57,0.199183,503922.784,287955.8766,12598069.6,2192064.11,344154.0653,0.4461,1674823.3669999999,0.6989700040000001,6.082861136,355049.5958,215966.90739999997,0.38107519855982647,139082.68840000004
559,14784412.14,14784466.27,0.057087,90184.91405,73922.0607,6357297.22,1271459.4440000001,301335.8882,0.29802,320527.2287,1.4471580309999998,6.19,77831.43137,16262.853350000005,0.4824199583851049,61568.57802
